Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Moldova,MDA,..,..,..,..,..,17.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Mongolia,MNG,..,..,..,..,..,11.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Montenegro,MNE,..,..,..,..,..,..,10.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Morocco,MAR,..,..,..,..,49.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Mozambique,MOZ,..,..,..,38.1,..,..,..,..,..,..,..,7.5,..,..,..,4.2,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Namibia,NAM,..,..,..,..,..,..,..,25.9,..,..,..,..,..,19.9,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Nepal,NPL,..,25.2,..,..,..,..,19.9,..,..,..,..,0.7,..,..,..,..,24.4,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Nicaragua,NIC,..,9.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Niger,NER,..,..,..,..,..,..,51.8,..,..,..,..,..,42,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Nigeria,NGA,..,..,..,49.4,..,..,..,..,30.5,..,..,..,..,24.6,..,..,..,..,21.4,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,North Macedonia,MKD,..,..,..,..,..,15.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,31.1,..,..,..,..,27.8,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.3,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Peru,PER,..,..,..,..,..,..,2.1,..,3.3,3.9,3.4,2.3,2.2,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Philippines,PHL,..,..,..,20.5,..,..,..,..,11.5,..,..,..,..,10.6,..,..,..,8.6,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Rwanda,RWA,56.4,..,..,..,..,41.1,..,..,..,..,43.6,..,..,..,..,29.4,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,11.7,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Senegal,SEN,..,..,..,..,..,48.6,..,..,..,..,..,40.1,..,45.2,43.3,43.9,37.5,35.4,33.2,29.4,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Serbia,SRB,..,..,..,..,..,..,5.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sierra Leone,SLE,..,..,..,..,..,73.7,..,..,49.4,..,..,..,..,52.9,..,..,..,..,..,38.1,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Somalia,SOM,..,..,..,..,..,..,56.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tajikistan,TJK,..,..,..,..,..,60.5,..,..,..,..,..,..,44.3,..,..,..,..,49.9,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tanzania,TZA,..,..,..,..,..,47.2,..,..,..,..,39.8,..,..,..,..,..,47.9,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,76.4,..,..,..,..,..,62.8,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Togo,TGO,..,..,..,..,..,..,41.4,..,..,..,..,..,..,..,18.9,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,6.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Turkiye,TUR,..,..,..,23.2,..,..,..,..,14.5,..,..,..,..,8.8,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Turkmenistan,TKM,43.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Uganda,UGA,..,67.3,..,..,..,..,56,..,..,..,..,45,..,..,..,..,38.5,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Ukraine,UKR,..,..,..,..,..,4.4,..,3.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Vietnam,VNM,..,..,..,..,..,..,57.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Zambia,ZMB,..,..,60.9,..,..,..,..,42.6,..,..,..,..,..,..,33.1,..,..,..,31.3,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,30.2,..,..,..,..,21.4,..,..,..,21.4,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
